0,1,2,3,4,5,6,7,8
"{'tileId': 43345193, 'score': 208, 'time': '2020-03-24T21:00'}","{'tileId': 43354504, 'score': 128, 'time': '2020-03-24T21:00'}","{'tileId': 43354505, 'score': 196, 'time': '2020-03-24T21:00'}","{'tileId': 43363816, 'score': 88, 'time': '2020-03-24T21:00'}","{'tileId': 43363817, 'score': 84, 'time': '2020-03-24T21:00'}","{'tileId': 43363818, 'score': 131, 'time': '2020-03-24T21:00'}","{'tileId': 43373130, 'score': 46, 'time': '2020-03-24T21:00'}","{'tileId': 43373131, 'score': 62, 'time': '2020-03-24T21:00'}","{'tileId': 43382445, 'score': 41, 'time': '2020-03-24T21:00'}"
"{'tileId': 43345193, 'score': 196, 'time': '2020-03-24T22:00'}","{'tileId': 43354504, 'score': 119, 'time': '2020-03-24T22:00'}","{'tileId': 43354505, 'score': 187, 'time': '2020-03-24T22:00'}","{'tileId': 43363816, 'score': 83, 'time': '2020-03-24T22:00'}","{'tileId': 43363817, 'score': 78, 'time': '2020-03-24T22:00'}","{'tileId': 43363818, 'score': 123, 'time': '2020-03-24T22:00'}","{'tileId': 43373130, 'score': 42, 'time': '2020-03-24T22:00'}","{'tileId': 43373131, 'score': 56, 'time': '2020-03-24T22:00'}","{'tileId': 43382445, 'score': 38, 'time': '2020-03-24T22:00'}"
"{'tileId': 43345193, 'score': 132, 'time': '2020-03-25T00:00'}","{'tileId': 43354504, 'score': 83, 'time': '2020-03-25T00:00'}","{'tileId': 43354505, 'score': 131, 'time': '2020-03-25T00:00'}","{'tileId': 43363816, 'score': 60, 'time': '2020-03-25T00:00'}","{'tileId': 43363817, 'score': 52, 'time': '2020-03-25T00:00'}","{'tileId': 43363818, 'score': 94, 'time': '2020-03-25T00:00'}","{'tileId': 43373130, 'score': 28, 'time': '2020-03-25T00:00'}","{'tileId': 43373131, 'score': 36, 'time': '2020-03-25T00:00'}","{'tileId': 43382445, 'score': 23, 'time': '2020-03-25T00:00'}"
"{'tileId': 43345193, 'score': 178, 'time': '2020-03-25T01:00'}","{'tileId': 43354504, 'score': 112, 'time': '2020-03-25T01:00'}","{'tileId': 43354505, 'score': 173, 'time': '2020-03-25T01:00'}","{'tileId': 43363816, 'score': 79, 'time': '2020-03-25T01:00'}","{'tileId': 43363817, 'score': 72, 'time': '2020-03-25T01:00'}","{'tileId': 43363818, 'score': 122, 'time': '2020-03-25T01:00'}","{'tileId': 43373130, 'score': 39, 'time': '2020-03-25T01:00'}","{'tileId': 43373131, 'score': 50, 'time': '2020-03-25T01:00'}","{'tileId': 43382445, 'score': 32, 'time': '2020-03-25T01:00'}"
"{'tileId': 43345193, 'score': 183, 'time': '2020-03-25T02:00'}","{'tileId': 43354504, 'score': 115, 'time': '2020-03-25T02:00'}","{'tileId': 43354505, 'score': 176, 'time': '2020-03-25T02:00'}","{'tileId': 43363816, 'score': 81, 'time': '2020-03-25T02:00'}","{'tileId': 43363817, 'score': 75, 'time': '2020-03-25T02:00'}","{'tileId': 43363818, 'score': 125, 'time': '2020-03-25T02:00'}","{'tileId': 43373130, 'score': 41, 'time': '2020-03-25T02:00'}","{'tileId': 43373131, 'score': 52, 'time': '2020-03-25T02:00'}","{'tileId': 43382445, 'score': 34, 'time': '2020-03-25T02:00'}"
"{'tileId': 43345193, 'score': 183, 'time': '2020-03-25T03:00'}","{'tileId': 43354504, 'score': 116, 'time': '2020-03-25T03:00'}","{'tileId': 43354505, 'score': 177, 'time': '2020-03-25T03:00'}","{'tileId': 43363816, 'score': 81, 'time': '2020-03-25T03:00'}","{'tileId': 43363817, 'score': 76, 'time': '2020-03-25T03:00'}","{'tileId': 43363818, 'score': 126, 'time': '2020-03-25T03:00'}","{'tileId': 43373130, 'score': 41, 'time': '2020-03-25T03:00'}","{'tileId': 43373131, 'score': 54, 'time': '2020-03-25T03:00'}","{'tileId': 43382445, 'score': 34, 'time': '2020-03-25T03:00'}"
"{'tileId': 43345193, 'score': 185, 'time': '2020-03-25T04:00'}","{'tileId': 43354504, 'score': 117, 'time': '2020-03-25T04:00'}","{'tileId': 43354505, 'score': 178, 'time': '2020-03-25T04:00'}","{'tileId': 43363816, 'score': 82, 'time': '2020-03-25T04:00'}","{'tileId': 43363817, 'score': 76, 'time': '2020-03-25T04:00'}","{'tileId': 43363818, 'score': 126, 'time': '2020-03-25T04:00'}","{'tileId': 43373130, 'score': 42, 'time': '2020-03-25T04:00'}","{'tileId': 43373131, 'score': 54, 'time': '2020-03-25T04:00'}","{'tileId': 43382445, 'score': 34, 'time': '2020-03-25T04:00'}"
"{'tileId': 43345193, 'score': 184, 'time': '2020-03-25T05:00'}","{'tileId': 43354504, 'score': 117, 'time': '2020-03-25T05:00'}","{'tileId': 43354505, 'score': 179, 'time': '2020-03-25T05:00'}","{'tileId': 43363816, 'score': 84, 'time': '2020-03-25T05:00'}","{'tileId': 43363817, 'score': 77, 'time': '2020-03-25T05:00'}","{'tileId': 43363818, 'score': 128, 'time': '2020-03-25T05:00'}","{'tileId': 43373130, 'score': 43, 'time': '2020-03-25T05:00'}","{'tileId': 43373131, 'score': 55, 'time': '2020-03-25T05:00'}","{'tileId': 43382445, 'score': 36, 'time': '2020-03-25T05:00'}"
"{'tileId': 43345193, 'score': 185, 'time': '2020-03-25T06:00'}","{'tileId': 43354504, 'score': 119, 'time': '2020-03-25T06:00'}","{'tileId': 43354505, 'score': 179, 'time': '2020-03-25T06:00'}","{'tileId': 43363816, 'score': 93, 'time': '2020-03-25T06:00'}","{'tileId': 43363817, 'score': 80, 'time': '2020-03-25T06:00'}","{'tileId': 43363818, 'score': 129, 'time': '2020-03-25T06:00'}","{'tileId': 43373130, 'score': 48, 'time': '2020-03-25T06:00'}","{'tileId': 43373131, 'score': 58, 'time': '2020-03-25T06:00'}","{'tileId': 43382445, 'score': 39, 'time': '2020-03-25T06:00'}"
"{'tileId': 43345193, 'score': 193, 'time': '2020-03-25T07:00'}","{'tileId': 43354504, 'score': 127, 'time': '2020-03-25T07:00'}","{'tileId': 43354505, 'score': 184, 'time': '2020-03-25T07:00'}","{'tileId': 43363816, 'score': 108, 'time': '2020-03-25T07:00'}","{'tileId': 43363817, 'score': 85, 'time': '2020-03-25T07:00'}","{'tileId': 43363818, 'score': 136, 'time': '2020-03-25T07:00'}","{'tileId': 43373130, 'score': 55, 'time': '2020-03-25T07:00'}","{'tileId': 43373131, 'score': 64, 'time': '2020-03-25T07:00'}","{'tileId': 43382445, 'score': 43, 'time': '2020-03-25T07:00'}"
"{'tileId': 43345193, 'score': 199, 'time': '2020-03-25T08:00'}","{'tileId': 43354504, 'score': 132, 'time': '2020-03-25T08:00'}","{'tileId': 43354505, 'score': 190, 'time': '2020-03-25T08:00'}","{'tileId': 43363816, 'score': 119, 'time': '2020-03-25T08:00'}","{'tileId': 43363817, 'score': 93, 'time': '2020-03-25T08:00'}","{'tileId': 43363818, 'score': 143, 'time': '2020-03-25T08:00'}","{'tileId': 43373130, 'score': 61, 'time': '2020-03-25T08:00'}","{'tileId': 43373131, 'score': 70, 'time': '2020-03-25T08:00'}","{'tileId': 43382445, 'score': 48, 'time': '2020-03-25T08:00'}"
"{'tileId': 43345193, 'score': 207, 'time': '2020-03-25T09:00'}","{'tileId': 43354504, 'score': 136, 'time': '2020-03-25T09:00'}","{'tileId': 43354505, 'score': 194, 'time': '2020-03-25T09:00'}","{'tileId': 43363816, 'score': 125, 'time': '2020-03-25T09:00'}","{'tileId': 43363817, 'score': 96, 'time': '2020-03-25T09:00'}","{'tileId': 43363818, 'score': 148, 'time': '2020-03-25T09:00'}","{'tileId': 43373130, 'score': 66, 'time': '2020-03-25T09:00'}","{'tileId': 43373131, 'score': 74, 'time': '2020-03-25T09:00'}","{'tileId': 43382445, 'score': 52, 'time': '2020-03-25T09:00'}"
"{'tileId': 43345193, 'score': 211, 'time': '2020-03-25T10:00'}","{'tileId': 43354504, 'score': 140, 'time': '2020-03-25T10:00'}","{'tileId': 43354505, 'score': 195, 'time': '2020-03-25T10:00'}","{'tileId': 43363816, 'score': 124, 'time': '2020-03-25T10:00'}","{'tileId': 43363817, 'score': 99, 'time': '2020-03-25T10:00'}","{'tileId': 43363818, 'score': 147, 'time': '2020-03-25T10:00'}","{'tileId': 43373130, 'score': 67, 'time': '2020-03-25T10:00'}","{'tileId': 43373131, 'score': 74, 'time': '2020-03-25T10:00'}","{'tileId': 43382445, 'score': 53, 'time': '2020-03-25T10:00'}"
"{'tileId': 43345193, 'score': 211, 'time': '2020-03-25T11:00'}","{'tileId': 43354504, 'score': 138, 'time': '2020-03-25T11:00'}","{'tileId': 43354505, 'score': 195, 'time': '2020-03-25T11:00'}","{'tileId': 43363816, 'score': 125, 'time': '2020-03-25T11:00'}","{'tileId': 43363817, 'score': 101, 'time': '2020-03-25T11:00'}","{'tileId': 43363818, 'score': 146, 'time': '2020-03-25T11:00'}","{'tileId': 43373130, 'score': 70, 'time': '2020-03-25T11:00'}","{'tileId': 43373131, 'score': 77, 'time': '2020-03-25T11:00'}","{'tileId': 43382445, 'score': 56, 'time': '2020-03-25T11:00'}"
"{'tileId': 43345193, 'score': 209, 'time': '2020-03-25T12:00'}","{'tileId': 43354504, 'score': 136, 'time': '2020-03-25T12:00'}","{'tileId': 43354505, 'score': 190, 'time': '2020-03-25T12:00'}","{'tileId': 43363816, 'score': 124, 'time': '2020-03-25T12:00'}","{'tileId': 43363817, 'score': 100, 'time': '2020-03-25T12:00'}","{'tileId': 43363818, 'score': 142, 'time': '2020-03-25T12:00'}","{'tileId': 43373130, 'score': 70, 'time': '2020-03-25T12:00'}","{'tileId': 43373131, 'score': 77, 'time': '2020-03-25T12:00'}","{'tileId': 43382445, 'score': 59, 'time': '2020-03-25T12:00'}"
"{'tileId': 43345193, 'score': 204, 'time': '2020-03-25T13:00'}","{'tileId': 43354504, 'score': 137, 'time': '2020-03-25T13:00'}","{'tileId': 43354505, 'score': 185, 'time': '2020-03-25T13:00'}","{'tileId': 43363816, 'score': 126, 'time': '2020-03-25T13:00'}","{'tileId': 43363817, 'score': 103, 'time': '2020-03-25T13:00'}","{'tileId': 43363818, 'score': 140, 'time': '2020-03-25T13:00'}","{'tileId': 43373130, 'score': 75, 'time': '2020-03-25T13:00'}","{'tileId': 43373131, 'score': 80, 'time': '2020-03-25T13:00'}","{'tileId': 43382445, 'score': 63, 'time': '2020-03-25T13:00'}"
"{'tileId': 43345193, 'score': 204, 'time': '2020-03-25T14:00'}","{'tileId': 43354504, 'score': 138, 'time': '2020-03-25T14:00'}","{'tileId': 43354505, 'score': 184, 'time': '2020-03-25T14:00'}","{'tileId': 43363816, 'score': 132, 'time': '2020-03-25T14:00'}","{'tileId': 43363817, 'score': 104, 'time': '2020-03-25T14:00'}","{'tileId': 43363818, 'score': 138, 'time': '2020-03-25T14:00'}","{'tileId': 43373130, 'score': 79, 'time': '2020-03-25T14:00'}","{'tileId': 43373131, 'score': 81, 'time': '2020-03-25T14:00'}","{'tileId': 43382445, 'score': 66, 'time': '2020-03-25T14:00'}"
"{'tileId': 43345193, 'score': 204, 'time': '2020-03-25T15:00'}","{'tileId': 43354504, 'score': 138, 'time': '2020-03-25T15:00'}","{'tileId': 43354505, 'score': 181, 'time': '2020-03-25T15:00'}","{'tileId': 43363816, 'score': 128, 'time': '2020-03-25T15:00'}","{'tileId': 43363817, 'score': 103, 'time': '2020-03-25T15:00'}","{'tileId': 43363818, 'score': 135, 'time': '2020-03-25T15:00'}","{'tileId': 43373130, 'score': 77, 'time': '2020-03-25T15:00'}","{'tileId': 43373131, 'score': 81, 'time': '2020-03-25T15:00'}","{'tileId': 43382445, 'score': 65, 'time': '2020-03-25T15:00'}"
"{'tileId': 43345193, 'score': 199, 'time': '2020-03-25T16:00'}","{'tileId': 43354504, 'score': 134, 'time': '2020-03-25T16:00'}","{'tileId': 43354505, 'score': 175, 'time': '2020-03-25T16:00'}","{'tileId': 43363816, 'score': 126, 'time': '2020-03-25T16:00'}","{'tileId': 43363817, 'score': 97, 'time': '2020-03-25T16:00'}","{'tileId': 43363818, 'score': 128, 'time': '2020-03-25T16:00'}","{'tileId': 43373130, 'score': 73, 'time': '2020-03-25T16:00'}","{'tileId': 43373131, 'score': 76, 'time': '2020-03-25T16:00'}","{'tileId': 43382445, 'score': 62, 'time': '2020-03-25T16:00'}"
"{'tileId': 43345193, 'score': 201, 'time': '2020-03-25T17:00'}","{'tileId': 43354504, 'score': 134, 'time': '2020-03-25T17:00'}","{'tileId': 43354505, 'score': 175, 'time': '2020-03-25T17:00'}","{'tileId': 43363816, 'score': 120, 'time': '2020-03-25T17:00'}","{'tileId': 43363817, 'score': 96, 'time': '2020-03-25T17:00'}","{'tileId': 43363818, 'score': 126, 'time': '2020-03-25T17:00'}","{'tileId': 43373130, 'score': 72, 'time': '2020-03-25T17:00'}","{'tileId': 43373131, 'score': 75, 'time': '2020-03-25T17:00'}","{'tileId': 43382445, 'score': 61, 'time': '2020-03-25T17:00'}"
"{'tileId': 43345193, 'score': 203, 'time': '2020-03-25T18:00'}","{'tileId': 43354504, 'score': 135, 'time': '2020-03-25T18:00'}","{'tileId': 43354505, 'score': 178, 'time': '2020-03-25T18:00'}","{'tileId': 43363816, 'score': 120, 'time': '2020-03-25T18:00'}","{'tileId': 43363817, 'score': 97, 'time': '2020-03-25T18:00'}","{'tileId': 43363818, 'score': 125, 'time': '2020-03-25T18:00'}","{'tileId': 43373130, 'score': 71, 'time': '2020-03-25T18:00'}","{'tileId': 43373131, 'score': 73, 'time': '2020-03-25T18:00'}","{'tileId': 43382445, 'score': 59, 'time': '2020-03-25T18:00'}"
"{'tileId': 43345193, 'score': 206, 'time': '2020-03-25T19:00'}","{'tileId': 43354504, 'score': 138, 'time': '2020-03-25T19:00'}","{'tileId': 43354505, 'score': 179, 'time': '2020-03-25T19:00'}","{'tileId': 43363816, 'score': 113, 'time': '2020-03-25T19:00'}","{'tileId': 43363817, 'score': 97, 'time': '2020-03-25T19:00'}","{'tileId': 43363818, 'score': 123, 'time': '2020-03-25T19:00'}","{'tileId': 43373130, 'score': 70, 'time': '2020-03-25T19:00'}","{'tileId': 43373131, 'score': 74, 'time': '2020-03-25T19:00'}","{'tileId': 43382445, 'score': 59, 'time': '2020-03-25T19:00'}"
"{'tileId': 43345193, 'score': 209, 'time': '2020-03-25T20:00'}","{'tileId': 43354504, 'score': 138, 'time': '2020-03-25T20:00'}","{'tileId': 43354505, 'score': 183, 'time': '2020-03-25T20:00'}","{'tileId': 43363816, 'score': 105, 'time': '2020-03-25T20:00'}","{'tileId': 43363817, 'score': 98, 'time': '2020-03-25T20:00'}","{'tileId': 43363818, 'score': 124, 'time': '2020-03-25T20:00'}","{'tileId': 43373130, 'score': 69, 'time': '2020-03-25T20:00'}","{'tileId': 43373131, 'score': 75, 'time': '2020-03-25T20:00'}","{'tileId': 43382445, 'score': 59, 'time': '2020-03-25T20:00'}"
"{'tileId': 43345193, 'score': 206, 'time': '2020-03-25T21:00'}","{'tileId': 43354504, 'score': 137, 'time': '2020-03-25T21:00'}","{'tileId': 43354505, 'score': 181, 'time': '2020-03-25T21:00'}","{'tileId': 43363816, 'score': 102, 'time': '2020-03-25T21:00'}","{'tileId': 43363817, 'score': 98, 'time': '2020-03-25T21:00'}","{'tileId': 43363818, 'score': 122, 'time': '2020-03-25T21:00'}","{'tileId': 43373130, 'score': 67, 'time': '2020-03-25T21:00'}","{'tileId': 43373131, 'score': 74, 'time': '2020-03-25T21:00'}","{'tileId': 43382445, 'score': 57, 'time': '2020-03-25T21:00'}"
"{'tileId': 43345193, 'score': 198, 'time': '2020-03-25T22:00'}","{'tileId': 43354504, 'score': 130, 'time': '2020-03-25T22:00'}","{'tileId': 43354505, 'score': 174, 'time': '2020-03-25T22:00'}","{'tileId': 43363816, 'score': 96, 'time': '2020-03-25T22:00'}","{'tileId': 43363817, 'score': 92, 'time': '2020-03-25T22:00'}","{'tileId': 43363818, 'score': 116, 'time': '2020-03-25T22:00'}","{'tileId': 43373130, 'score': 63, 'time': '2020-03-25T22:00'}","{'tileId': 43373131, 'score': 69, 'time': '2020-03-25T22:00'}","{'tileId': 43382445, 'score': 53, 'time': '2020-03-25T22:00'}"
"{'tileId': 43345193, 'score': 136, 'time': '2020-03-26T00:00'}","{'tileId': 43354504, 'score': 81, 'time': '2020-03-26T00:00'}","{'tileId': 43354505, 'score': 125, 'time': '2020-03-26T00:00'}","{'tileId': 43363816, 'score': 62, 'time': '2020-03-26T00:00'}","{'tileId': 43363817, 'score': 49, 'time': '2020-03-26T00:00'}","{'tileId': 43363818, 'score': 88, 'time': '2020-03-26T00:00'}","{'tileId': 43373130, 'score': 28, 'time': '2020-03-26T00:00'}","{'tileId': 43373131, 'score': 36, 'time': '2020-03-26T00:00'}","{'tileId': 43382445, 'score': 26, 'time': '2020-03-26T00:00'}"
"{'tileId': 43345193, 'score': 177, 'time': '2020-03-26T01:00'}","{'tileId': 43354504, 'score': 109, 'time': '2020-03-26T01:00'}","{'tileId': 43354505, 'score': 165, 'time': '2020-03-26T01:00'}","{'tileId': 43363816, 'score': 81, 'time': '2020-03-26T01:00'}","{'tileId': 43363817, 'score': 68, 'time': '2020-03-26T01:00'}","{'tileId': 43363818, 'score': 117, 'time': '2020-03-26T01:00'}","{'tileId': 43373130, 'score': 39, 'time': '2020-03-26T01:00'}","{'tileId': 43373131, 'score': 50, 'time': '2020-03-26T01:00'}","{'tileId': 43382445, 'score': 34, 'time': '2020-03-26T01:00'}"
"{'tileId': 43345193, 'score': 180, 'time': '2020-03-26T02:00'}","{'tileId': 43354504, 'score': 111, 'time': '2020-03-26T02:00'}","{'tileId': 43354505, 'score': 168, 'time': '2020-03-26T02:00'}","{'tileId': 43363816, 'score': 82, 'time': '2020-03-26T02:00'}","{'tileId': 43363817, 'score': 71, 'time': '2020-03-26T02:00'}","{'tileId': 43363818, 'score': 120, 'time': '2020-03-26T02:00'}","{'tileId': 43373130, 'score': 41, 'time': '2020-03-26T02:00'}","{'tileId': 43373131, 'score': 54, 'time': '2020-03-26T02:00'}","{'tileId': 43382445, 'score': 36, 'time': '2020-03-26T02:00'}"
"{'tileId': 43345193, 'score': 181, 'time': '2020-03-26T03:00'}","{'tileId': 43354504, 'score': 112, 'time': '2020-03-26T03:00'}","{'tileId': 43354505, 'score': 170, 'time': '2020-03-26T03:00'}","{'tileId': 43363816, 'score': 82, 'time': '2020-03-26T03:00'}","{'tileId': 43363817, 'score': 73, 'time': '2020-03-26T03:00'}","{'tileId': 43363818, 'score': 121, 'time': '2020-03-26T03:00'}","{'tileId': 43373130, 'score': 42, 'time': '2020-03-26T03:00'}","{'tileId': 43373131, 'score': 56, 'time': '2020-03-26T03:00'}","{'tileId': 43382445, 'score': 38, 'time': '2020-03-26T03:00'}"
"{'tileId': 43345193, 'score': 181, 'time': '2020-03-26T04:00'}","{'tileId': 43354504, 'score': 112, 'time': '2020-03-26T04:00'}","{'tileId': 43354505, 'score': 170, 'time': '2020-03-26T04:00'}","{'tileId': 43363816, 'score': 84, 'time': '2020-03-26T04:00'}","{'tileId': 43363817, 'score': 73, 'time': '2020-03-26T04:00'}","{'tileId': 43363818, 'score': 122, 'time': '2020-03-26T04:00'}","{'tileId': 43373130, 'score': 42, 'time': '2020-03-26T04:00'}","{'tileId': 43373131, 'score': 55, 'time': '2020-03-26T04:00'}","{'tileId': 43382445, 'score': 37, 'time': '2020-03-26T04:00'}"
"{'tileId': 43345193, 'score': 182, 'time': '2020-03-26T05:00'}","{'tileId': 43354504, 'score': 113, 'time': '2020-03-26T05:00'}","{'tileId': 43354505, 'score': 171, 'time': '2020-03-26T05:00'}","{'tileId': 43363816, 'score': 84, 'time': '2020-03-26T05:00'}","{'tileId': 43363817, 'score': 73, 'time': '2020-03-26T05:00'}","{'tileId': 43363818, 'score': 123, 'time': '2020-03-26T05:00'}","{'tileId': 43373130, 'score': 42, 'time': '2020-03-26T05:00'}","{'tileId': 43373131, 'score': 55, 'time': '2020-03-26T05:00'}","{'tileId': 43382445, 'score': 37, 'time': '2020-03-26T05:00'}"
"{'tileId': 43345193, 'score': 183, 'time': '2020-03-26T06:00'}","{'tileId': 43354504, 'score': 115, 'time': '2020-03-26T06:00'}","{'tileId': 43354505, 'score': 173, 'time': '2020-03-26T06:00'}","{'tileId': 43363816, 'score': 91, 'time': '2020-03-26T06:00'}","{'tileId': 43363817, 'score': 75, 'time': '2020-03-26T06:00'}","{'tileId': 43363818, 'score': 126, 'time': '2020-03-26T06:00'}","{'tileId': 43373130, 'score': 46, 'time': '2020-03-26T06:00'}","{'tileId': 43373131, 'score': 57, 'time': '2020-03-26T06:00'}","{'tileId': 43382445, 'score': 41, 'time': '2020-03-26T06:00'}"
"{'tileId': 43345193, 'score': 193, 'time': '2020-03-26T07:00'}","{'tileId': 43354504, 'score': 121, 'time': '2020-03-26T07:00'}","{'tileId': 43354505, 'score': 179, 'time': '2020-03-26T07:00'}","{'tileId': 43363816, 'score': 103, 'time': '2020-03-26T07:00'}","{'tileId': 43363817, 'score': 82, 'time': '2020-03-26T07:00'}","{'tileId': 43363818, 'score': 132, 'time': '2020-03-26T07:00'}","{'tileId': 43373130, 'score': 53, 'time': '2020-03-26T07:00'}","{'tileId': 43373131, 'score': 61, 'time': '2020-03-26T07:00'}","{'tileId': 43382445, 'score': 46, 'time': '2020-03-26T07:00'}"
"{'tileId': 43345193, 'score': 198, 'time': '2020-03-26T08:00'}","{'tileId': 43354504, 'score': 126, 'time': '2020-03-26T08:00'}","{'tileId': 43354505, 'score': 183, 'time': '2020-03-26T08:00'}","{'tileId': 43363816, 'score': 115, 'time': '2020-03-26T08:00'}","{'tileId': 43363817, 'score': 88, 'time': '2020-03-26T08:00'}","{'tileId': 43363818, 'score': 139, 'time': '2020-03-26T08:00'}","{'tileId': 43373130, 'score': 59, 'time': '2020-03-26T08:00'}","{'tileId': 43373131, 'score': 66, 'time': '2020-03-26T08:00'}","{'tileId': 43382445, 'score': 50, 'time': '2020-03-26T08:00'}"
"{'tileId': 43345193, 'score': 204, 'time': '2020-03-26T09:00'}","{'tileId': 43354504, 'score': 130, 'time': '2020-03-26T09:00'}","{'tileId': 43354505, 'score': 186, 'time': '2020-03-26T09:00'}","{'tileId': 43363816, 'score': 120, 'time': '2020-03-26T09:00'}","{'tileId': 43363817, 'score': 91, 'time': '2020-03-26T09:00'}","{'tileId': 43363818, 'score': 143, 'time': '2020-03-26T09:00'}","{'tileId': 43373130, 'score': 64, 'time': '2020-03-26T09:00'}","{'tileId': 43373131, 'score': 69, 'time': '2020-03-26T09:00'}","{'tileId': 43382445, 'score': 54, 'time': '2020-03-26T09:00'}"
"{'tileId': 43345193, 'score': 208, 'time': '2020-03-26T10:00'}","{'tileId': 43354504, 'score': 134, 'time': '2020-03-26T10:00'}","{'tileId': 43354505, 'score': 186, 'time': '2020-03-26T10:00'}","{'tileId': 43363816, 'score': 124, 'time': '2020-03-26T10:00'}","{'tileId': 43363817, 'score': 93, 'time': '2020-03-26T10:00'}","{'tileId': 43363818, 'score': 143, 'time': '2020-03-26T10:00'}","{'tileId': 43373130, 'score': 65, 'time': '2020-03-26T10:00'}","{'tileId': 43373131, 'score': 70, 'time': '2020-03-26T10:00'}","{'tileId': 43382445, 'score': 54, 'time': '2020-03-26T10:00'}"
"{'tileId': 43345193, 'score': 210, 'time': '2020-03-26T11:00'}","{'tileId': 43354504, 'score': 134, 'time': '2020-03-26T11:00'}","{'tileId': 43354505, 'score': 191, 'time': '2020-03-26T11:00'}","{'tileId': 43363816, 'score': 120, 'time': '2020-03-26T11:00'}","{'tileId': 43363817, 'score': 96, 'time': '2020-03-26T11:00'}","{'tileId': 43363818, 'score': 146, 'time': '2020-03-26T11:00'}","{'tileId': 43373130, 'score': 65, 'time': '2020-03-26T11:00'}","{'tileId': 43373131, 'score': 72, 'time': '2020-03-26T11:00'}","{'tileId': 43382445, 'score': 55, 'time': '2020-03-26T11:00'}"
"{'tileId': 43345193, 'score': 209, 'time': '2020-03-26T12:00'}","{'tileId': 43354504, 'score': 133, 'time': '2020-03-26T12:00'}","{'tileId': 43354505, 'score': 195, 'time': '2020-03-26T12:00'}","{'tileId': 43363816, 'score': 120, 'time': '2020-03-26T12:00'}","{'tileId': 43363817, 'score': 96, 'time': '2020-03-26T12:00'}","{'tileId': 43363818, 'score': 145, 'time': '2020-03-26T12:00'}","{'tileId': 43373130, 'score': 67, 'time': '2020-03-26T12:00'}","{'tileId': 43373131, 'score': 76, 'time': '2020-03-26T12:00'}","{'tileId': 43382445, 'score': 59, 'time': '2020-03-26T12:00'}"
"{'tileId': 43345193, 'score': 206, 'time': '2020-03-26T13:00'}","{'tileId': 43354504, 'score': 133, 'time': '2020-03-26T13:00'}","{'tileId': 43354505, 'score': 193, 'time': '2020-03-26T13:00'}","{'tileId': 43363816, 'score': 124, 'time': '2020-03-26T13:00'}","{'tileId': 43363817, 'score': 96, 'time': '2020-03-26T13:00'}","{'tileId': 43363818, 'score': 144, 'time': '2020-03-26T13:00'}","{'tileId': 43373130, 'score': 66, 'time': '2020-03-26T13:00'}","{'tileId': 43373131, 'score': 74, 'time': '2020-03-26T13:00'}","{'tileId': 43382445, 'score': 58, 'time': '2020-03-26T13:00'}"
"{'tileId': 43345193, 'score': 200, 'time': '2020-03-26T14:00'}","{'tileId': 43354504, 'score': 130, 'time': '2020-03-26T14:00'}","{'tileId': 43354505, 'score': 189, 'time': '2020-03-26T14:00'}","{'tileId': 43363816, 'score': 120, 'time': '2020-03-26T14:00'}","{'tileId': 43363817, 'score': 94, 'time': '2020-03-26T14:00'}","{'tileId': 43363818, 'score': 147, 'time': '2020-03-26T14:00'}","{'tileId': 43373130, 'score': 63, 'time': '2020-03-26T14:00'}","{'tileId': 43373131, 'score': 73, 'time': '2020-03-26T14:00'}","{'tileId': 43382445, 'score': 55, 'time': '2020-03-26T14:00'}"
"{'tileId': 43345193, 'score': 200, 'time': '2020-03-26T15:00'}","{'tileId': 43354504, 'score': 128, 'time': '2020-03-26T15:00'}","{'tileId': 43354505, 'score': 185, 'time': '2020-03-26T15:00'}","{'tileId': 43363816, 'score': 117, 'time': '2020-03-26T15:00'}","{'tileId': 43363817, 'score': 89, 'time': '2020-03-26T15:00'}","{'tileId': 43363818, 'score': 143, 'time': '2020-03-26T15:00'}","{'tileId': 43373130, 'score': 60, 'time': '2020-03-26T15:00'}","{'tileId': 43373131, 'score': 71, 'time': '2020-03-26T15:00'}","{'tileId': 43382445, 'score': 53, 'time': '2020-03-26T15:00'}"
"{'tileId': 43345193, 'score': 201, 'time': '2020-03-26T16:00'}","{'tileId': 43354504, 'score': 129, 'time': '2020-03-26T16:00'}","{'tileId': 43354505, 'score': 186, 'time': '2020-03-26T16:00'}","{'tileId': 43363816, 'score': 114, 'time': '2020-03-26T16:00'}","{'tileId': 43363817, 'score': 91, 'time': '2020-03-26T16:00'}","{'tileId': 43363818, 'score': 143, 'time': '2020-03-26T16:00'}","{'tileId': 43373130, 'score': 58, 'time': '2020-03-26T16:00'}","{'tileId': 43373131, 'score': 69, 'time': '2020-03-26T16:00'}","{'tileId': 43382445, 'score': 49, 'time': '2020-03-26T16:00'}"
